val_theta0,val_theta1,loss_values
2.908520221710205,2.4851481914520264,1.6614789962768555
2.909545660018921,2.4851222038269043,1.6593713760375977
2.9105701446533203,2.4850964546203613,1.6572679281234741
2.9115936756134033,2.4850707054138184,1.6551687717437744
2.912616014480591,2.4850449562072754,1.6530735492706299
2.913637399673462,2.4850194454193115,1.6509826183319092
2.9146578311920166,2.4849939346313477,1.6488959789276123
2.915677070617676,2.484968662261963,1.6468133926391602
2.9166953563690186,2.484943389892578,1.644735336303711
2.917712688446045,2.4849181175231934,1.6426613330841064
2.918729066848755,2.4848930835723877,1.640591025352478
2.9197442531585693,2.484868049621582,1.6385250091552734
2.9207584857940674,2.4848432540893555,1.6364634037017822
2.921771764755249,2.484818458557129,1.6344060897827148
2.922783851623535,2.4847936630249023,1.6323524713516235
2.923794984817505,2.484769105911255,1.6303033828735352
2.924805164337158,2.4847445487976074,1.6282583475112915
2.925814390182495,2.484720230102539,1.6262171268463135
2.9268224239349365,2.4846959114074707,1.6241801977157593
2.9278295040130615,2.4846715927124023,1.622147560119629
2.92883563041687,2.484647512435913,1.6201188564300537
2.9298408031463623,2.484623432159424,1.6180940866470337
2.930845022201538,2.4845993518829346,1.6160732507705688
2.9318480491638184,2.4845755100250244,1.6140565872192383
2.9328501224517822,2.4845516681671143,1.6120439767837524
2.9338512420654297,2.484528064727783,1.6100356578826904
2.9348514080047607,2.484504461288452,1.608030915260315
2.9358503818511963,2.484480857849121,1.6060302257537842
2.9368484020233154,2.484457492828369,1.604034185409546
2.937845468521118,2.484434127807617,1.6020418405532837
2.9388415813446045,2.4844110012054443,1.6000534296035767
2.9398367404937744,2.4843878746032715,1.5980690717697144
2.940830945968628,2.4843647480010986,1.5960882902145386
2.941823959350586,2.484341859817505,1.5941115617752075
2.9428160190582275,2.484318971633911,1.5921391248703003
2.9438071250915527,2.4842960834503174,1.5901706218719482
2.9447972774505615,2.4842734336853027,1.588206171989441
2.945786476135254,2.484250783920288,1.586245059967041
2.94677472114563,2.4842283725738525,1.5842883586883545
2.9477617740631104,2.484205961227417,1.5823352336883545
2.9487478733062744,2.4841835498809814,1.5803865194320679
2.949733018875122,2.484161376953125,1.5784416198730469
2.9507172107696533,2.4841392040252686,1.576500654220581
2.951700448989868,2.484117269515991,1.5745632648468018
2.9526827335357666,2.484095335006714,1.5726299285888672
2.9536640644073486,2.4840734004974365,1.5707002878189087
2.954644203186035,2.4840517044067383,1.5687744617462158
2.9556233882904053,2.48403000831604,1.5668529272079468
2.956601619720459,2.484008312225342,1.564935326576233
2.9575788974761963,2.4839868545532227,1.5630213022232056
2.958555221557617,2.4839653968811035,1.5611110925674438
2.9595305919647217,2.4839441776275635,1.5592048168182373
2.9605050086975098,2.4839229583740234,1.5573022365570068
2.9614784717559814,2.4839017391204834,1.5554033517837524
2.9624509811401367,2.4838807582855225,1.5535084009170532
2.9634225368499756,2.4838597774505615,1.5516170263290405
2.964392900466919,2.4838387966156006,1.5497294664382935
2.965362310409546,2.4838180541992188,1.5478460788726807
2.9663307666778564,2.483797311782837,1.5459665060043335
2.9672982692718506,2.483776807785034,1.5440906286239624
2.9682648181915283,2.4837563037872314,1.542218565940857
2.9692304134368896,2.4837357997894287,1.5403499603271484
2.9701950550079346,2.483715534210205,1.5384852886199951
2.971158742904663,2.4836952686309814,1.536624550819397
2.972121477127075,2.483675003051758,1.5347671508789062
2.973083257675171,2.4836549758911133,1.5329138040542603
2.97404408454895,2.4836349487304688,1.5310637950897217
2.975003957748413,2.483614921569824,1.5292179584503174
2.9759628772735596,2.483595132827759,1.5273752212524414
2.9769208431243896,2.4835753440856934,1.525536298751831
2.9778778553009033,2.483555793762207,1.5237011909484863
2.9788339138031006,2.4835362434387207,1.5218698978424072
2.9797890186309814,2.4835166931152344,1.5200419425964355
2.980743169784546,2.483497381210327,1.518217921257019
2.981696367263794,2.48347806930542,1.51639723777771
2.9826486110687256,2.4834587574005127,1.514580488204956
2.983599901199341,2.4834396839141846,1.5127673149108887
2.9845502376556396,2.4834206104278564,1.5109577178955078
2.985499620437622,2.4834015369415283,1.5091516971588135
2.986448049545288,2.4833827018737793,1.5073493719100952
2.9873955249786377,2.4833638668060303,1.5055509805679321
2.988342046737671,2.4833452701568604,1.503755807876587
2.9892876148223877,2.4833266735076904,1.5019643306732178
2.990232229232788,2.4833080768585205,1.5001764297485352
2.991175889968872,2.4832897186279297,1.498392105102539
2.9921185970306396,2.483271360397339,1.496611475944519
2.993060350418091,2.483253002166748,1.4948344230651855
2.9940011501312256,2.4832348823547363,1.493060827255249
2.994940996170044,2.4832167625427246,1.4912909269332886
2.995879888534546,2.483198642730713,1.4895246028900146
2.9968178272247314,2.4831807613372803,1.4877616167068481
2.9977548122406006,2.4831628799438477,1.4860023260116577
2.9986908435821533,2.483145236968994,1.4842469692230225
2.9996259212493896,2.4831275939941406,1.4824944734573364
3.0005600452423096,2.483109951019287,1.4807460308074951
3.001493215560913,2.4830925464630127,1.4790011644363403
3.0024254322052,2.4830751419067383,1.4772593975067139
3.00335693359375,2.483057737350464,1.4755215644836426
3.0042874813079834,2.4830405712127686,1.4737865924835205
3.0052170753479004,2.4830234050750732,1.472055196762085
3.006145715713501,2.483006238937378,1.4703272581100464
3.007073402404785,2.4829893112182617,1.4686030149459839
3.008000135421753,2.4829723834991455,1.4668821096420288
3.0089259147644043,2.4829554557800293,1.4651647806167603
3.0098507404327393,2.482938766479492,1.4634507894515991
3.010774612426758,2.482922077178955,1.461740255355835
3.01169753074646,2.482905387878418,1.4600332975387573
3.012619733810425,2.48288893699646,1.4583299160003662
3.0135409832000732,2.482872486114502,1.4566295146942139
3.0144612789154053,2.482856273651123,1.454932451248169
3.015380620956421,2.482840061187744,1.4532389640808105
3.01629900932312,2.4828238487243652,1.4515488147735596
3.017216444015503,2.4828078746795654,1.4498622417449951
3.0181329250335693,2.4827919006347656,1.4481792449951172
3.0190486907958984,2.482775926589966,1.4464993476867676
3.019963502883911,2.482760190963745,1.4448227882385254
3.0208773612976074,2.4827444553375244,1.4431495666503906
3.0217902660369873,2.4827287197113037,1.4414796829223633
3.022702217102051,2.482713222503662,1.4398131370544434
3.023613214492798,2.4826977252960205,1.4381500482559204
3.0245234966278076,2.482682228088379,1.4364904165267944
3.025432825088501,2.4826669692993164,1.4348337650299072
3.026341199874878,2.482651710510254,1.4331804513931274
3.0272486209869385,2.4826364517211914,1.4315305948257446
3.0281550884246826,2.482621431350708,1.4298841953277588
3.0290606021881104,2.4826064109802246,1.4282410144805908
3.029965400695801,2.482591390609741,1.4266012907028198
3.030869245529175,2.482576608657837,1.424964427947998
3.0317721366882324,2.4825618267059326,1.4233311414718628
3.0326740741729736,2.4825470447540283,1.4217008352279663
3.0335750579833984,2.482532501220703,1.420074224472046
3.034475326538086,2.482517957687378,1.4184508323669434
3.035374641418457,2.4825034141540527,1.41683030128479
3.0362730026245117,2.4824891090393066,1.4152131080627441
3.03717041015625,2.4824748039245605,1.4135994911193848
3.038067102432251,2.4824604988098145,1.4119889736175537
3.0389628410339355,2.4824464321136475,1.410381555557251
3.0398576259613037,2.4824323654174805,1.4087772369384766
3.0407514572143555,2.4824182987213135,1.4071762561798096
3.04164457321167,2.4824044704437256,1.40557861328125
3.042536735534668,2.4823906421661377,1.4039838314056396
3.0434279441833496,2.48237681388855,1.4023926258087158
3.044318199157715,2.482363224029541,1.4008046388626099
3.0452077388763428,2.4823496341705322,1.3992197513580322
3.0460963249206543,2.4823360443115234,1.3976377248764038
3.0469839572906494,2.4823226928710938,1.3960589170455933
3.047870635986328,2.482309341430664,1.3944836854934692
3.0487565994262695,2.4822959899902344,1.3929115533828735
3.0496416091918945,2.482282876968384,1.391342043876648
3.050525665283203,2.482269763946533,1.3897761106491089
3.0514090061187744,2.4822566509246826,1.3882133960723877
3.0522913932800293,2.482243776321411,1.3866535425186157
3.0531728267669678,2.4822309017181396,1.385096788406372
3.05405330657959,2.482218027114868,1.3835432529449463
3.0549330711364746,2.482205390930176,1.381993055343628
3.055811882019043,2.4821927547454834,1.3804458379745483
3.056689739227295,2.482180118560791,1.3789016008377075
3.0575668811798096,2.4821677207946777,1.3773607015609741
3.058443069458008,2.4821553230285645,1.3758225440979004
3.0593183040618896,2.482142925262451,1.374287486076355
3.060192823410034,2.482130765914917,1.3727558851242065
3.0610663890838623,2.482118606567383,1.3712269067764282
3.061939001083374,2.4821064472198486,1.3697011470794678
3.0628108978271484,2.4820945262908936,1.3681786060333252
3.0636818408966064,2.4820826053619385,1.3666589260101318
3.064551830291748,2.4820706844329834,1.3651422262191772
3.0654211044311523,2.4820590019226074,1.36362886428833
3.0662894248962402,2.4820473194122314,1.3621182441711426
3.0671567916870117,2.4820356369018555,1.3606109619140625
3.068023443222046,2.4820241928100586,1.359106421470642
3.0688891410827637,2.4820127487182617,1.35760498046875
3.069753885269165,2.482001304626465,1.3561065196990967
3.070617914199829,2.481990098953247,1.3546112775802612
3.0714809894561768,2.4819788932800293,1.3531190156936646
3.072343349456787,2.4819676876068115,1.3516294956207275
3.073204755783081,2.481956720352173,1.3501427173614502
3.0740652084350586,2.481945753097534,1.3486592769622803
3.074924945831299,2.4819347858428955,1.3471790552139282
3.0757837295532227,2.481924057006836,1.3457014560699463
3.07664155960083,2.4819133281707764,1.3442268371582031
3.0774986743927,2.481902599334717,1.3427551984786987
3.078354835510254,2.4818921089172363,1.3412866592407227
3.0792102813720703,2.481881618499756,1.3398211002349854
3.0800647735595703,2.4818711280822754,1.338357925415039
3.080918312072754,2.481860637664795,1.3368980884552002
3.0817711353302,2.4818503856658936,1.3354413509368896
3.08262300491333,2.481840133666992,1.3339874744415283
3.0834741592407227,2.481829881668091,1.3325365781784058
3.084324359893799,2.4818198680877686,1.3310883045196533
3.0851738452911377,2.4818098545074463,1.3296427726745605
3.08602237701416,2.481799840927124,1.3282002210617065
3.086869955062866,2.481790065765381,1.3267607688903809
3.087716817855835,2.4817802906036377,1.325324296951294
3.0885627269744873,2.4817705154418945,1.3238906860351562
3.0894079208374023,2.4817609786987305,1.3224598169326782
3.090252161026001,2.4817514419555664,1.3210318088531494
3.0910956859588623,2.4817419052124023,1.3196067810058594
3.0919382572174072,2.4817326068878174,1.31818425655365
3.092780113220215,2.4817233085632324,1.3167650699615479
3.093621015548706,2.4817140102386475,1.3153482675552368
3.09446120262146,2.4817047119140625,1.313934326171875
3.0953004360198975,2.4816956520080566,1.3125234842300415
3.0961389541625977,2.481686592102051,1.3111152648925781
3.0969765186309814,2.481677532196045,1.309709906578064
