val_theta0_mini_batch,val_theta1_mini_batch,loss_values_mini_batch,grad_theta0_mini_batch,grad_theta1_mini_batch,momentum_theta0_mini_batch,momentum_theta1_mini_batch
2.5,2.5,0.5957541465759277,-2.869175970554352,0.13028356805443764,-0.0006326751026790589,2.145770781680767e-05
2.502530574798584,2.4999141693115234,2.6587140560150146,-2.8615822196006775,0.12953541055321693,-0.0014002551906742156,5.8757283113664016e-05
2.508131742477417,2.4996790885925293,2.642665386199951,-2.848698854446411,0.12826556712388992,-0.0018999993335455656,8.285227249871241e-05
2.5157318115234375,2.499347686767578,2.6209888458251953,-2.8323811888694763,0.12665767595171928,-0.0022226363071240485,9.81464545475319e-05
2.5246222019195557,2.498955011367798,2.5957791805267334,-2.8138553500175476,0.12483293935656548,-0.002428182167932391,0.0001075779327948112
2.534334897994995,2.4985246658325195,2.568419933319092,-2.79393208026886,0.12287203967571259,-0.002556336985435337,0.00011310684567433782
2.544560194015503,2.498072385787964,2.5398221015930176,-2.7731473445892334,0.12082820013165474,-0.002633362077176571,0.00011604064093262423
2.55509352684021,2.497608184814453,2.5105838775634766,-2.7518548369407654,0.11873634159564972,-0.002676628530025482,0.00011725127478712238
2.5657999515533447,2.4971392154693604,2.4810941219329834,-2.7302882075309753,0.11661985889077187,-0.0026976262452080846,0.00011732023267541081
2.5765905380249023,2.4966697692871094,2.4516072273254395,-2.708601236343384,0.11449405178427696,-0.0027039555716328323,0.00011663513760140631
2.5874063968658447,2.4962031841278076,2.4222874641418457,-2.686896026134491,0.1123690977692604,-0.002700644196011126,0.00011545442612259649
2.5982089042663574,2.495741367340088,2.3932394981384277,-2.6652387380599976,0.11025147140026093,-0.0026910165906883776,0.00011395036926842295
2.6089730262756348,2.4952852725982666,2.3645291328430176,-2.6436727643013,0.10814555920660496,-0.002677271608263254,0.00011223765795875806
2.6196820735931396,2.4948363304138184,2.3361976146698,-2.622227191925049,0.1060543842613697,-0.002660863392520696,0.00011039277342206333
2.6303253173828125,2.4943947792053223,2.30826997756958,-2.6009199023246765,0.1039795596152544,-0.0026427539414726198,0.00010846663099073339
2.6408963203430176,2.4939610958099365,2.2807583808898926,-2.5797618627548218,0.10192234069108963,-0.00262357818428427,0.00010649309297150467
2.651390790939331,2.493535280227661,2.253669261932373,-2.558760553598404,0.09988325089216232,-0.002603755914606154,0.00010449462206452154
2.6618058681488037,2.493117332458496,2.2270045280456543,-2.537920653820038,0.09786268696188927,-0.0025835649576038122,0.00010248611761198845
2.672140121459961,2.4927074909210205,2.200763702392578,-2.517244279384613,0.09586108475923538,-0.0025631875614635646,0.00010047750947705936
2.6823928356170654,2.4923057556152344,2.1749427318573,-2.4967325925827026,0.0938783623278141,-0.002542744332458824,9.847536239249166e-05
2.692563772201538,2.4919118881225586,2.1495373249053955,-2.4763858318328857,0.09191445261240005,-0.002522314782254398,9.64839036896592e-05
2.702653169631958,2.4915261268615723,2.124541759490967,-2.4562036097049713,0.08996935188770294,-0.002501951006706804,9.450592369830702e-05
2.712660789489746,2.491147994995117,2.099951982498169,-2.4361854791641235,0.08804300054907799,-0.0024816867662593722,9.254325232177507e-05
2.7225873470306396,2.4907779693603516,2.075761079788208,-2.41633078455925,0.08613540604710579,-0.002461544005200267,9.059709282155382e-05
2.732433557510376,2.490415573120117,2.051962375640869,-2.396637439727783,0.08424627408385277,-0.0024415371008217335,8.86681373231113e-05
2.7421998977661133,2.490061044692993,2.0285496711730957,-2.377105236053467,0.08237546682357788,-0.0024216746096499264,8.675679328007391e-05
2.7518863677978516,2.4897139072418213,2.0055184364318848,-2.3577330708503723,0.0805228129029274,-0.002401961712166667,8.486327260470716e-05
