val_theta0,val_theta1,loss_values,grad_theta0,grad_theta1,momentum_theta0,momentum_theta1
2.5,2.5,0.5957541465759277,-2.8705058097839355,0.1304590106010437,-0.028705056756734848,0.0013045900268480182
2.52870512008667,2.4986953735351562,2.665982723236084,-2.8128747940063477,0.12477276474237442,-0.05396329611539841,0.0024218587204813957
2.5826683044433594,2.4962735176086426,2.584244966506958,-2.704538345336914,0.11410254240036011,-0.07561234384775162,0.0033206981606781483
2.658280611038208,2.492952823638916,2.435087203979492,-2.552751302719116,0.09919767081737518,-0.09357862174510956,0.003980604931712151
2.751859188079834,2.4889721870422363,2.2359752655029297,-2.364919900894165,0.08083274960517883,-0.1078699603676796,0.004390872083604336
2.859729051589966,2.484581232070923,2.0055224895477295,-2.1484363079071045,0.05978795886039734,-0.1185673251748085,0.004549664445221424
2.9782962799072266,2.4800314903259277,1.7617864608764648,-1.9105311632156372,0.03683095425367355,-0.12581589818000793,0.004463007673621178
3.104112148284912,2.4755685329437256,1.5209362506866455,-1.6581437587738037,0.01270093023777008,-0.1298157423734665,0.004143715836107731
3.2339279651641846,2.4714248180389404,1.296327829360962,-1.3978099822998047,-0.011904910206794739,-0.13081225752830505,0.003610295010730624
3.3647401332855225,2.4678144454956055,1.0979704856872559,-1.135574221611023,-0.03634261339902878,-0.12908676266670227,0.0028858394362032413
3.4938268661499023,2.46492862701416,0.9323589205741882,-0.8769119381904602,-0.06003034859895706,-0.1249471977353096,0.001996951876208186
3.618774175643921,2.4629316329956055,0.802605152130127,-0.6266791820526123,-0.08245550096035004,-0.11871927231550217,0.0009727016440592706
3.7374935150146484,2.461958885192871,0.7088128328323364,-0.3890756070613861,-0.10317878425121307,-0.11073809862136841,-0.0001563563710078597
3.848231554031372,2.4621152877807617,0.6486080884933472,-0.1676260381937027,-0.12183690071105957,-0.10134054720401764,-0.0013590897433459759
3.9495720863342285,2.4634742736816406,0.6177665591239929,0.03482484444975853,-0.13814355432987213,-0.09085824340581894,-0.002604616340249777
4.040430545806885,2.466078996658325,0.6108607053756714,0.2161005437374115,-0.15188787877559662,-0.0796114131808281,-0.0038630333729088306
4.120041847229004,2.469942092895508,0.621882438659668,0.37466877698898315,-0.16293223202228546,-0.06790357828140259,-0.005106052383780479
4.187945365905762,2.475048065185547,0.6447902917861938,0.5096110105514526,-0.17120850086212158,-0.056017108261585236,-0.006307532079517841
4.243962287902832,2.481355667114258,0.6739600896835327,0.6205765008926392,-0.17671217024326324,-0.04420963302254677,-0.007443900220096111
4.288171768188477,2.488799571990967,0.704517662525177,0.7077345252037048,-0.17949828505516052,-0.032711323350667953,-0.008494492620229721
4.320883274078369,2.4972939491271973,0.7325537800788879,0.7717189192771912,-0.1796731948852539,-0.021723002195358276,-0.009441775269806385
4.342606067657471,2.5067358016967773,0.7552258372306824,0.8135651350021362,-0.17738834023475647,-0.011415050365030766,-0.010271481238305569
4.354021072387695,2.517007350921631,0.7707585692405701,0.8346552848815918,-0.1728334277868271,-0.0019269920885562897,-0.01097266748547554
4.355947971343994,2.527980089187622,0.7783671617507935,0.8366506099700928,-0.16622847318649292,0.006632212549448013,-0.011537685990333557
4.349315643310547,2.539517879486084,0.7781171798706055,0.821431577205658,-0.15781687200069427,0.014183307066559792,-0.011962085962295532
4.335132122039795,2.5514800548553467,0.7707493901252747,0.7910383939743042,-0.14785811305046082,0.020675361156463623,-0.012244457378983498
4.314456939697266,2.5637245178222656,0.7574857473373413,0.7476140856742859,-0.13662146031856537,0.026083964854478836,-0.01238622609525919
4.288372993469238,2.57611083984375,0.7398382425308228,0.6933481097221375,-0.12437912821769714,0.03040904738008976,-0.012391394935548306
4.257964134216309,2.5885021686553955,0.7194288969039917,0.630431592464447,-0.1114010363817215,0.033672455698251724,-0.012266265228390694
