val_theta0_sgd,val_theta1_sgd,loss_values_sgd,grad_theta0_sgd,grad_theta1_sgd,momentum_theta0_sgd,momentum_theta1_sgd
2.5,2.5,0.5957541465759277,-2.85034636259079,0.12792142555117608,-0.0005508642781933304,1.5694527542109425e-05
2.5220351219177246,2.4993717670440674,2.6031367778778076,-2.804964429140091,0.12345030279830098,-0.0005612226617813576,2.4808837270029472e-05
2.5444846153259277,2.4983794689178467,2.540070056915283,-2.7602485716342926,0.11907067401334644,-0.00055227571647265,2.3930940460559214e-05
2.5665760040283203,2.497422695159912,2.4790031909942627,-2.716249829530716,0.11477331053465605,-0.0005434722646896262,2.306953092556796e-05
2.5883145332336426,2.49649977684021,2.4198741912841797,-2.6729559898376465,0.1105562905780971,-0.0005348098609829321,2.2224223243938468e-05
2.6097068786621094,2.4956107139587402,2.362618923187256,-2.6303533375263215,0.1064181876834482,-0.0005262857521302067,2.1394735381363716e-05
2.6307594776153564,2.4947547912597656,2.3071751594543457,-2.588433915376663,0.1023583562579006,-0.0005178983352379874,2.0580921727741952e-05
2.651475429534912,2.493931531906128,2.2534918785095215,-2.547185218334198,0.09837466324679553,-0.0005096451350254938,1.9782372692134232e-05
2.671861410140991,2.4931395053863525,2.2015092372894287,-2.506597709655762,0.09446682417765259,-0.0005015242168155964,1.899901803881221e-05
2.691922664642334,2.492380380630493,2.1511740684509277,-2.4666605412960054,0.09063343065790833,-0.000493533428380033,1.82305808948513e-05
2.7116639614105225,2.491651773452759,2.102433681488037,-2.427362859249115,0.08687264012405649,-0.0004856705760175828,1.7476698576501804e-05
2.731090545654297,2.490952730178833,2.0552382469177246,-2.388693940639496,0.08318324168212712,-0.0004779335555213038,1.6737118335186098e-05
2.7502081394195557,2.490283250808716,2.0095365047454834,-2.3506437242031097,0.0795640857424587,-0.0004703203150711488,1.6011618276934315e-05
2.7690210342407227,2.48964262008667,1.9652827978134155,-2.3132034480571746,0.07601430425420404,-0.000462829115713248,1.5300017753361318e-05
2.78753399848938,2.4890308380126953,1.9224315881729126,-2.276363205909729,0.07253283336758613,-0.0004554579634714173,1.4602106125494174e-05
2.8057518005371094,2.4884469509124756,1.8809375762939453,-2.2401132225990295,0.06911830403842031,-0.0004482049243961228,1.3917608225710864e-05
2.8236796855926514,2.4878900051116943,1.840757131576538,-2.204442697763443,0.065769106708467,-0.00044106783243478274,1.324620070590754e-05
2.841322183609009,2.4873600006103516,1.8018481731414795,-2.169342541694641,0.06248461699578911,-0.00043404486095823815,1.2587769037963881e-05
2.8586843013763428,2.486856460571289,1.7641699314117432,-2.134804493188858,0.05926354429684579,-0.0004271343455911847,1.1942037053813692e-05
2.8757693767547607,2.4863781929016113,1.727685570716858,-2.100819319486618,0.0561049859970808,-0.00042033446552522944,1.1308836428725045e-05
2.892582893371582,2.4859256744384766,1.6923547983169556,-2.0673785626888277,0.0530081145465374,-0.00041364350472576915,1.0687995381886139e-05
2.909128427505493,2.4854981899261475,1.6581424474716187,-2.034472978115082,0.049971592146903276,-0.00040705962819629347,1.0079248204419855e-05
2.925410747528076,2.4850950241088867,1.6250126361846924,-2.0020938873291017,0.04699460258707404,-0.00040058108534140046,9.482430050411494e-06
2.941433906555176,2.4847159385681152,1.5929304361343384,-1.9702326238155365,0.04407599777914584,-0.0003942061652196571,8.897314455680316e-06
2.957202672958374,2.4843602180480957,1.5618619918823242,-1.9388810753822328,0.041214759554713966,-0.0003879332267388236,8.323697556988918e-06
2.9727203845977783,2.484027147293091,1.5317761898040771,-1.9080317080020905,0.038409517332911494,-0.0003817607710516313,7.761293545627268e-06
2.9879908561706543,2.4837167263031006,1.5026423931121826,-1.8776747286319733,0.03566028008935973,-0.00037568682892015205,7.21012024769152e-06
3.003019094467163,2.483428716659546,1.4744282960891724,-1.8478045165538788,0.03296570465900004,-0.00036971028021071106,6.669895628874656e-06
3.017808198928833,2.4831624031066895,1.447106122970581,-1.818411833047867,0.03032436529174447,-0.00036382928756211185,6.14034288446419e-06
3.0323612689971924,2.4829161167144775,1.4206488132476807,-1.7894902884960175,0.027735353191383184,-0.0003580425491236383,5.621276250167284e-06
3.0466833114624023,2.4826910495758057,1.3950269222259521,-1.7610318422317506,0.025198396062478423,-0.000352348480373621,5.112639837534516e-06
3.060777187347412,2.4824860095977783,1.3702150583267212,-1.733028280735016,0.02271193265914917,-0.00034674541766435143,4.614124281943077e-06
3.0746469497680664,2.4823007583618164,1.346186876296997,-1.7054740369319916,0.020275919931009412,-0.0003412322585063521,4.125713758185157e-06
3.0882956981658936,2.482135534286499,1.32291841506958,-1.678361529111862,0.01788938127574511,-0.000335807481133088,3.647216772151296e-06
3.1017274856567383,2.481990098953247,1.300384759902954,-1.6516820013523101,0.01555160761345178,-0.0003304693449535989,3.1785004921403015e-06
3.114946126937866,2.481863498687744,1.2785618305206299,-1.6254288375377655,0.013260994805023074,-0.0003252165231970139,2.719233953030198e-06
3.1279547214508057,2.481754779815674,1.2574273347854614,-1.5995965480804444,0.011017029266804456,-0.0003200478866347112,2.2693065147905144e-06
3.1407558917999268,2.4816641807556152,1.2369612455368042,-1.5741766571998597,0.008818859164603055,-0.00031496179926762127,1.8285696114617167e-06
3.1533546447753906,2.48159122467041,1.2171391248703003,-1.5491630852222442,0.0066657816525548695,-0.00030995700290077367,1.3968645362183452e-06
3.165753126144409,2.481534957885742,1.1979424953460693,-1.524549424648285,0.0045570601942017674,-0.00030503220987156967,9.740438144945074e-07
3.177954912185669,2.481496572494507,1.1793508529663086,-1.5003298342227935,0.002492294111289084,-0.00030018625147931743,5.600315034826054e-07
3.189962148666382,2.4814743995666504,1.161346435546875,-1.476498281955719,0.0004704162711277604,-0.00029541795829572947,1.5461509974556976e-07
3.2017788887023926,2.48146915435791,1.1439094543457031,-1.453047525882721,-0.0015091714449226856,-0.0002907258427512716,-2.423227215331281e-07
3.2134079933166504,2.4814789295196533,1.1270217895507812,-1.4299724459648133,-0.0034481577458791435,-0.0002861088953068247,-6.311257720881258e-07
3.224851608276367,2.48150372505188,1.1106675863265991,-1.4072669506073,-0.005346102820476517,-0.0002815658932377119,-1.0117051260749577e-06
3.2361137866973877,2.4815444946289062,1.0948280096054077,-1.3849243879318238,-0.007203863293398172,-0.0002770955251435225,-1.3842276530340313e-06
3.247197389602661,2.481600046157837,1.0794872045516968,-1.362938779592514,-0.009022275661118328,-0.0002726965634792577,-1.748870840856398e-06
3.258105516433716,2.4816713333129883,1.0646284818649292,-1.3413039982318877,-0.010801861516665668,-0.0002683678105313447,-2.1057250933154138e-06
3.2688405513763428,2.4817559719085693,1.0502378940582275,-1.3200143218040465,-0.012543717239168473,-0.00026410809969092954,-2.4550219222874147e-06
3.279405355453491,2.4818546772003174,1.0362998247146606,-1.2990663409233094,-0.014248597294499631,-0.000259916752747813,-2.796913327074435e-06
3.289802074432373,2.481966495513916,1.0228006839752197,-1.2784528493881226,-0.01591672245413065,-0.00025579233024473067,-3.131431117253669e-06
3.3000338077545166,2.4820919036865234,1.0097262859344482,-1.2581704378128051,-0.017548704508226366,-0.00025173415606332127,-3.45871155786881e-06
3.3101024627685547,2.4822304248809814,0.9970644116401672,-1.2382118344306945,-0.01914545678300783,-0.00024774078319751426,-3.778925861297466e-06
3.3200128078460693,2.482381820678711,0.9847985506057739,-1.2185718536376953,-0.020707314694300295,-0.00024381113353229012,-4.092155359103345e-06
3.3297646045684814,2.482545852661133,0.9729198217391968,-1.1992468059062957,-0.022234938899055125,-0.0002399445150331303,-4.398518149173469e-06
