val_theta0,val_theta1,loss_values_mini_batch
2.544239044189453,2.9933054447174072,2.678471326828003
2.5453848838806152,2.9931318759918213,2.6751139163970947
2.546529769897461,2.9929583072662354,2.6717615127563477
2.5476737022399902,2.9927845001220703,2.668414831161499
2.5488169193267822,2.9926111698150635,2.6650729179382324
2.549959182739258,2.9924380779266357,2.6617367267608643
2.551100492477417,2.992264747619629,2.6584057807922363
2.5522408485412598,2.9920918941497803,2.6550803184509277
2.553380250930786,2.9919188022613525,2.6517601013183594
2.554518461227417,2.991746187210083,2.6484463214874268
2.5556559562683105,2.9915735721588135,2.645137071609497
2.5567924976348877,2.991400957107544,2.6418333053588867
2.5579283237457275,2.9912285804748535,2.6385345458984375
2.559063196182251,2.991056203842163,2.6352410316467285
2.560196876525879,2.9908840656280518,2.631953716278076
2.5613296031951904,2.9907121658325195,2.628671646118164
2.5624616146087646,2.990540027618408,2.625394344329834
2.5635926723480225,2.990368127822876,2.622122287750244
2.564722776412964,2.990196466445923,2.6188559532165527
2.565851926803589,2.9900248050689697,2.6155946254730225
2.5669803619384766,2.9898531436920166,2.612338066101074
2.568107843399048,2.9896817207336426,2.6090869903564453
2.569234609603882,2.9895102977752686,2.6058406829833984
2.5703601837158203,2.9893391132354736,2.60260009765625
2.5714850425720215,2.989168167114258,2.5993645191192627
2.572608709335327,2.988997220993042,2.596134662628174
2.5737314224243164,2.9888265132904053,2.5929102897644043
2.5748534202575684,2.9886558055877686,2.589690685272217
2.575974702835083,2.988485336303711,2.5864758491516113
2.5770950317382812,2.9883148670196533,2.583266019821167
2.578214168548584,2.988144636154175,2.5800623893737793
2.5793325901031494,2.987974166870117,2.5768630504608154
2.5804500579833984,2.9878041744232178,2.573669195175171
2.581566572189331,2.9876344203948975,2.570481061935425
2.5826821327209473,2.987464666366577,2.5672976970672607
2.583796739578247,2.987295150756836,2.564119815826416
2.5849103927612305,2.9871256351470947,2.5609474182128906
2.5860230922698975,2.9869563579559326,2.5577797889709473
2.587135076522827,2.9867870807647705,2.554617404937744
2.5882463455200195,2.9866178035736084,2.5514588356018066
2.5893564224243164,2.9864487648010254,2.548306703567505
2.590465784072876,2.9862797260284424,2.545158863067627
2.591574192047119,2.9861106872558594,2.5420165061950684
2.592681884765625,2.9859423637390137,2.5388786792755127
2.5937883853912354,2.985773801803589,2.5357468128204346
2.5948941707611084,2.985605239868164,2.5326192378997803
2.595999240875244,2.9854369163513184,2.529496431350708
2.5971031188964844,2.9852685928344727,2.526379108428955
2.5982062816619873,2.985100746154785,2.5232667922973633
2.5993082523345947,2.9849324226379395,2.520159959793091
2.600409507751465,2.984764337539673,2.5170578956604004
2.6015095710754395,2.9845964908599854,2.5139615535736084
2.6026089191436768,2.984428882598877,2.5108695030212402
2.6037075519561768,2.9842612743377686,2.507782459259033
2.6048052310943604,2.9840939044952393,2.504700183868408
2.6059019565582275,2.98392653465271,2.5016231536865234
2.6069979667663574,2.9837591648101807,2.4985506534576416
2.608093023300171,2.9835920333862305,2.495482921600342
2.609187126159668,2.9834249019622803,2.4924209117889404
2.6102802753448486,2.983258008956909,2.4893641471862793
2.611372709274292,2.983091354370117,2.486311674118042
2.612464189529419,2.982924699783325,2.4832637310028076
2.6135547161102295,2.9827582836151123,2.4802215099334717
2.6146442890167236,2.9825918674468994,2.477184295654297
2.6157331466674805,2.9824252128601074,2.474151134490967
2.616821050643921,2.9822592735290527,2.471123456954956
2.617908239364624,2.982093334197998,2.468100070953369
2.6189942359924316,2.9819273948669434,2.4650826454162598
2.620079517364502,2.9817614555358887,2.462069511413574
2.621164083480835,2.981595754623413,2.4590609073638916
2.6222476959228516,2.9814298152923584,2.456057071685791
2.6233303546905518,2.981264591217041,2.4530587196350098
2.6244122982025146,2.9810988903045654,2.450063943862915
2.625493049621582,2.980933666229248,2.447075366973877
2.626573085784912,2.9807686805725098,2.444091320037842
2.627652406692505,2.9806036949157715,2.4411118030548096
2.6287307739257812,2.9804389476776123,2.4381370544433594
2.629808187484741,2.980273962020874,2.435166835784912
2.630884885787964,2.980109214782715,2.432201862335205
2.63196063041687,2.9799447059631348,2.429241418838501
2.633035659790039,2.979780435562134,2.426285743713379
2.6341097354888916,2.979616165161133,2.4233345985412598
2.6351828575134277,2.979451894760132,2.420388698577881
2.6362550258636475,2.97928786277771,2.417447566986084
2.637326240539551,2.979123592376709,2.4145114421844482
2.6383965015411377,2.978959560394287,2.4115798473358154
2.6394660472869873,2.9787957668304443,2.408653736114502
2.6405348777770996,2.9786322116851807,2.405730962753296
2.6416025161743164,2.978468894958496,2.4028143882751465
2.642669439315796,2.9783055782318115,2.399901866912842
2.643735647201538,2.978142261505127,2.396993398666382
2.644800901412964,2.9779791831970215,2.394090175628662
2.6458654403686523,2.977816104888916,2.3911914825439453
2.6469290256500244,2.9776532649993896,2.3882973194122314
2.647991895675659,2.9774906635284424,2.3854076862335205
2.6490538120269775,2.977327823638916,2.3825225830078125
2.6501147747039795,2.9771652221679688,2.379642963409424
2.651174783706665,2.9770028591156006,2.376767635345459
2.6522343158721924,2.9768407344818115,2.3738961219787598
2.653292655944824,2.9766783714294434,2.371030330657959
2.6543500423431396,2.9765162467956543,2.3681693077087402
2.6554067134857178,2.9763541221618652,2.3653125762939453
2.6564624309539795,2.976191997528076,2.3624606132507324
2.657517433166504,2.976030111312866,2.3596129417419434
2.658571720123291,2.9758684635162354,2.356769323348999
2.6596248149871826,2.9757070541381836,2.353931427001953
2.660677194595337,2.9755454063415527,2.351097822189331
2.661728858947754,2.975383758544922,2.3482680320739746
2.6627795696258545,2.975222110748291,2.345442771911621
2.6638295650482178,2.9750611782073975,2.3426225185394287
2.6648786067962646,2.974900245666504,2.3398067951202393
2.665926933288574,2.9747393131256104,2.3369956016540527
2.6669743061065674,2.974578380584717,2.334188461303711
2.668020725250244,2.9744174480438232,2.3313868045806885
2.6690661907196045,2.974256753921509,2.32858943939209
2.6701109409332275,2.9740960597991943,2.3257968425750732
2.671154737472534,2.973935842514038,2.3230085372924805
2.6721978187561035,2.973775625228882,2.3202242851257324
2.6732401847839355,2.9736154079437256,2.3174445629119873
2.674281597137451,2.9734551906585693,2.3146698474884033
2.6753220558166504,2.973295211791992,2.3118996620178223
2.676361560821533,2.973135232925415,2.309134006500244
2.6774003505706787,2.972975730895996,2.3063724040985107
2.678438186645508,2.972816228866577,2.3036158084869385
2.6794753074645996,2.972656726837158,2.30086350440979
2.680511713027954,2.9724974632263184,2.2981150150299072
2.681547164916992,2.9723381996154785,2.2953715324401855
2.682581901550293,2.9721791744232178,2.2926318645477295
2.6836156845092773,2.972020149230957,2.2898972034454346
2.6846487522125244,2.9718613624572754,2.2871663570404053
2.685680866241455,2.9717023372650146,2.284440279006958
2.6867122650146484,2.971543312072754,2.2817182540893555
2.6877427101135254,2.9713845252990723,2.279000997543335
2.688772439956665,2.9712259769439697,2.276287794113159
2.6898012161254883,2.9710676670074463,2.2735793590545654
2.690829038619995,2.9709091186523438,2.2708754539489746
2.6918561458587646,2.9707510471343994,2.2681756019592285
2.692882537841797,2.970592975616455,2.2654802799224854
2.6939079761505127,2.97043514251709,2.262789249420166
2.694932699203491,2.9702773094177246,2.2601022720336914
2.6959567070007324,2.9701194763183594,2.2574191093444824
2.6969797611236572,2.969961643218994,2.2547409534454346
2.6980018615722656,2.969804286956787,2.2520670890808105
2.6990227699279785,2.96964693069458,2.249398946762085
2.700043201446533,2.969489574432373,2.246734142303467
2.7010631561279297,2.969332456588745,2.244072437286377
2.7020819187164307,2.969175338745117,2.2414162158966064
2.7031002044677734,2.9690184593200684,2.2387633323669434
2.7041170597076416,2.9688615798950195,2.2361159324645996
2.7051331996917725,2.9687047004699707,2.233473062515259
2.706148862838745,2.968548059463501,2.2308335304260254
2.7071635723114014,2.9683914184570312,2.228198289871216
2.7081775665283203,2.9682350158691406,2.225567102432251
2.709190845489502,2.968078374862671,2.2229394912719727
2.710203170776367,2.9679222106933594,2.2203173637390137
2.711214303970337,2.967766046524048,2.2176997661590576
2.7122249603271484,2.9676096439361572,2.215085506439209
2.7132346630096436,2.967453718185425,2.2124762535095215
2.7142436504364014,2.9672977924346924,2.2098701000213623
2.7152516841888428,2.967142105102539,2.2072694301605225
2.716259241104126,2.9669864177703857,2.204671621322632
2.7172656059265137,2.9668309688568115,2.2020792961120605
2.718271493911743,2.9666757583618164,2.1994900703430176
2.7192764282226562,2.966520309448242,2.1969056129455566
2.720280408859253,2.966365098953247,2.1943252086639404
2.7212836742401123,2.966210126876831,2.191749095916748
2.7222859859466553,2.966055154800415,2.1891777515411377
2.723287582397461,2.965900421142578,2.1866097450256348
2.72428822517395,2.965745687484741,2.184046506881714
2.725287914276123,2.9655909538269043,2.181487560272217
2.7262871265411377,2.9654364585876465,2.178931951522827
2.727285623550415,2.9652822017669678,2.1763806343078613
2.728283166885376,2.96512770652771,2.1738333702087402
2.7292799949645996,2.9649734497070312,2.171290159225464
2.730276107788086,2.9648191928863525,2.168750524520874
2.731271266937256,2.964665412902832,2.166215658187866
2.7322654724121094,2.9645113945007324,2.1636853218078613
2.7332592010498047,2.964357852935791,2.1611580848693848
2.7342519760131836,2.9642043113708496,2.158635377883911
2.735243797302246,2.964050769805908,2.1561169624328613
2.7362349033355713,2.963897466659546,2.1536028385162354
2.737225294113159,2.9637441635131836,2.151092290878296
2.7382147312164307,2.9635908603668213,2.148585796356201
2.739203691482544,2.963437795639038,2.146083116531372
2.740191698074341,2.963284730911255,2.143584728240967
2.7411789894104004,2.963131904602051,2.141089916229248
2.7421653270721436,2.962979316711426,2.1385998725891113
2.7431507110595703,2.9628264904022217,2.1361136436462402
2.744135618209839,2.9626739025115967,2.1336312294006348
2.745119571685791,2.9625213146209717,2.131152629852295
2.746102809906006,2.962368965148926,2.128678321838379
2.7470850944519043,2.96221661567688,2.1262080669403076
2.7480666637420654,2.962064504623413,2.123741865158081
2.74904727935791,2.9619126319885254,2.1212799549102783
2.7500271797180176,2.9617605209350586,2.118821620941162
2.7510063648223877,2.96160888671875,2.1163675785064697
2.7519848346710205,2.9614570140838623,2.1139168739318848
2.752962350845337,2.9613053798675537,2.1114706993103027
2.753939151763916,2.961153745651245,2.1090283393859863
2.7549149990081787,2.9610025882720947,2.1065897941589355
2.755889892578125,2.9608511924743652,2.104156255722046
2.756864309310913,2.9606997966766357,2.1017255783081055
2.757838249206543,2.9605486392974854,2.0992980003356934
2.7588112354278564,2.960397720336914,2.096874713897705
2.7597832679748535,2.9602468013763428,2.0944559574127197
2.760754346847534,2.9600958824157715,2.092041492462158
2.7617247104644775,2.9599452018737793,2.089630603790283
2.7626945972442627,2.959794521331787,2.0872225761413574
2.7636635303497314,2.959643840789795,2.0848193168640137
2.764631748199463,2.959493398666382,2.0824196338653564
2.765599012374878,2.959343194961548,2.080024242401123
2.7665655612945557,2.959192991256714,2.0776326656341553
2.767531156539917,2.95904278755188,2.0752451419830322
2.768496036529541,2.958892583847046,2.0728611946105957
2.7694602012634277,2.958742618560791,2.070481061935425
2.770423650741577,2.9585928916931152,2.0681047439575195
2.77138614654541,2.9584431648254395,2.065732479095459
2.772348165512085,2.9582936763763428,2.063363552093506
2.7733092308044434,2.958144187927246,2.0609989166259766
2.7742695808410645,2.9579946994781494,2.0586376190185547
2.7752292156219482,2.957845449447632,2.0562803745269775
2.7761878967285156,2.9576961994171143,2.053926944732666
2.7771458625793457,2.957547187805176,2.051577568054199
2.7781031131744385,2.9573984146118164,2.04923152923584
2.779059410095215,2.957249641418457,2.0468897819519043
2.780015230178833,2.9571008682250977,2.044551372528076
2.7809700965881348,2.9569520950317383,2.0422167778015137
2.781924247741699,2.956803560256958,2.039885997772217
2.7828774452209473,2.9566550254821777,2.0375592708587646
2.783830165863037,2.9565067291259766,2.03523588180542
2.7847819328308105,2.9563584327697754,2.032916307449341
2.7857329845428467,2.956210136413574,2.0306003093719482
2.7866830825805664,2.956062078475952,2.0282890796661377
2.787632703781128,2.95591402053833,2.0259804725646973
2.788581371307373,2.955765962600708,2.0236756801605225
2.789529323577881,2.955618143081665,2.0213749408721924
2.7904765605926514,2.9554708003997803,2.019077777862549
2.7914228439331055,2.9553232192993164,2.01678466796875
2.7923686504364014,2.9551758766174316,2.0144946575164795
2.793313503265381,2.955028533935547,2.0122084617614746
2.794257640838623,2.954881191253662,2.0099263191223145
2.795201063156128,2.9547338485717773,2.0076475143432617
2.7961435317993164,2.954586982727051,2.005373001098633
2.7970852851867676,2.954440116882324,2.0031018257141113
2.7980265617370605,2.9542930126190186,2.000833749771118
2.798966884613037,2.954146146774292,1.9985692501068115
2.7999062538146973,2.9539992809295654,1.996309518814087
2.80084490776062,2.953852653503418,1.9940532445907593
2.8017830848693848,2.9537062644958496,1.9917997121810913
2.802720069885254,2.9535598754882812,1.9895509481430054
2.803656578063965,2.953413486480713,1.9873052835464478
2.8045923709869385,2.9532673358917236,1.9850629568099976
2.805527448654175,2.9531214237213135,1.9828243255615234
2.806461811065674,2.9529755115509033,1.9805889129638672
2.8073954582214355,2.9528298377990723,1.9783575534820557
2.808328151702881,2.952684164047241,1.9761298894882202
2.8092598915100098,2.95253849029541,1.97390615940094
2.8101911544799805,2.952393054962158,1.9716856479644775
2.8111214637756348,2.9522476196289062,1.9694688320159912
2.8120510578155518,2.9521024227142334,1.9672558307647705
2.8129799365997314,2.9519572257995605,1.9650462865829468
2.813908100128174,2.9518120288848877,1.9628403186798096
2.814835548400879,2.951667070388794,1.9606376886367798
2.8157622814178467,2.951521873474121,1.9584382772445679
2.816687822341919,2.9513771533966064,1.9562435150146484
2.817612886428833,2.951232433319092,1.9540519714355469
2.8185372352600098,2.951087474822998,1.9518635272979736
2.8194611072540283,2.9509429931640625,1.9496781826019287
2.8203840255737305,2.950798749923706,1.947497010231018
2.821305990219116,2.9506545066833496,1.9453197717666626
2.8222274780273438,2.950510025024414,1.9431451559066772
2.823148012161255,2.9503660202026367,1.9409745931625366
2.824068069458008,2.9502222537994385,1.9388071298599243
2.8249871730804443,2.9500784873962402,1.9366436004638672
2.8259055614471436,2.949934720993042,1.934483528137207
2.8268234729766846,2.9497909545898438,1.932326316833496
2.827740430831909,2.9496474266052246,1.9301726818084717
2.8286566734313965,2.9495038986206055,1.9280229806900024
2.8295722007751465,2.9493603706359863,1.925876259803772
2.83048677444458,2.9492170810699463,1.9237337112426758
2.8314006328582764,2.9490740299224854,1.9215946197509766
2.8323137760162354,2.9489307403564453,1.9194589853286743
2.833226203918457,2.9487879276275635,1.9173263311386108
2.8341376781463623,2.9486448764801025,1.915197730064392
2.8350489139556885,2.9485023021698,1.9130719900131226
2.8359591960906982,2.948359727859497,1.91094970703125
2.8368687629699707,2.9482169151306152,1.9088306427001953
2.8377773761749268,2.9480743408203125,1.906715750694275
2.8386855125427246,2.947932004928589,1.9046037197113037
2.8395931720733643,2.9477896690368652,1.9024944305419922
2.8404996395111084,2.9476473331451416,1.9003894329071045
2.8414053916931152,2.947505235671997,1.8982877731323242
2.842310667037964,2.9473633766174316,1.8961893320083618
2.843215227127075,2.947221279144287,1.8940938711166382
2.84411883354187,2.9470794200897217,1.8920023441314697
2.845021963119507,2.9469377994537354,1.8899139165878296
2.845924139022827,2.946796178817749,1.887829065322876
2.84682559967041,2.9466545581817627,1.8857475519180298
2.847726583480835,2.9465129375457764,1.8836686611175537
2.8486268520355225,2.946371555328369,1.8815933465957642
2.8495261669158936,2.946230173110962,1.8795217275619507
2.8504247665405273,2.946089029312134,1.8774535655975342
2.851322650909424,2.9459478855133057,1.875388741493225
2.852219820022583,2.9458067417144775,1.8733270168304443
2.853116035461426,2.9456658363342285,1.8712689876556396
2.8540117740631104,2.9455249309539795,1.8692140579223633
2.8549065589904785,2.9453840255737305,1.867163062095642
2.8558011054992676,2.9452433586120605,1.8651139736175537
2.8566946983337402,2.9451026916503906,1.8630688190460205
2.8575873374938965,2.9449622631073,1.861027479171753
2.8584792613983154,2.944821834564209,1.8589893579483032
2.859370708465576,2.9446816444396973,1.8569542169570923
2.8602612018585205,2.9445416927337646,1.8549225330352783
2.8611509799957275,2.944401502609253,1.8528944253921509
2.8620402812957764,2.9442615509033203,1.8508689403533936
2.862928628921509,2.9441215991973877,1.8488470315933228
2.863816261291504,2.943981885910034,1.8468284606933594
2.8647031784057617,2.9438419342041016,1.844813346862793
2.8655896186828613,2.943702220916748,1.8428007364273071
2.8664753437042236,2.9435627460479736,1.8407917022705078
2.8673603534698486,2.943423271179199,1.8387855291366577
2.8682444095611572,2.943284034729004,1.8367834091186523
2.8691279888153076,2.9431450366973877,1.8347837924957275
2.8700108528137207,2.9430058002471924,1.832787275314331
2.8708927631378174,2.942866802215576,1.8307946920394897
2.8717739582061768,2.94272780418396,1.8288053274154663
2.872654676437378,2.942589044570923,1.8268187046051025
2.8735344409942627,2.942450523376465,1.8248357772827148
2.87441349029541,2.942312002182007,1.8228559494018555
2.875291585922241,2.942173480987549,1.8208801746368408
2.876169204711914,2.942034959793091,1.8189067840576172
2.8770463466644287,2.941896438598633,1.8169361352920532
2.877922773361206,2.941758155822754,1.814968466758728
2.878798246383667,2.941620111465454,1.813004732131958
2.8796727657318115,2.9414820671081543,1.8110449314117432
2.880546808242798,2.9413442611694336,1.8090873956680298
2.881420135498047,2.941206216812134,1.8071330785751343
2.8822927474975586,2.941068649291992,1.8051820993423462
2.883164882659912,2.9409310817718506,1.8032337427139282
2.8840363025665283,2.940793514251709,1.801288366317749
2.884906768798828,2.9406559467315674,1.799346685409546
2.8857767581939697,2.940518617630005,1.797407865524292
2.886646032333374,2.9403812885284424,1.7954721450805664
2.887514352798462,2.94024395942688,1.7935400009155273
2.8883821964263916,2.9401068687438965,1.7916103601455688
2.889249324798584,2.939969778060913,1.7896840572357178
2.89011549949646,2.9398326873779297,1.7877614498138428
2.8909809589385986,2.9396958351135254,1.785841703414917
2.891845941543579,2.9395592212677,1.7839248180389404
2.892709732055664,2.939422369003296,1.7820119857788086
2.89357328414917,2.9392857551574707,1.7801014184951782
2.8944361209869385,2.9391489028930664,1.778193473815918
2.8952982425689697,2.939012289047241,1.7762889862060547
2.8961596488952637,2.938875913619995,1.7743873596191406
2.8970205783843994,2.938739538192749,1.7724888324737549
2.8978805541992188,2.938603401184082,1.770593285560608
2.89874005317688,2.938467264175415,1.7687008380889893
2.8995985984802246,2.9383316040039062,1.7668119668960571
2.900456428527832,2.9381957054138184,1.7649259567260742
2.9013137817382812,2.9380598068237305,1.763042688369751
2.902170419692993,2.9379239082336426,1.7611621618270874
2.9030261039733887,2.937788486480713,1.7592856884002686
2.903881311416626,2.937652826309204,1.7574117183685303
2.904735565185547,2.9375171661376953,1.7555408477783203
2.9055893421173096,2.9373819828033447,1.7536729574203491
2.906442403793335,2.937246799468994,1.7518081665039062
2.907294511795044,2.9371118545532227,1.7499468326568604
2.908146381378174,2.936976671218872,1.7480872869491577
2.9089975357055664,2.9368417263031006,1.7462313175201416
2.9098477363586426,2.936707019805908,1.7443788051605225
2.9106974601745605,2.936572313308716,1.7425285577774048
2.911546230316162,2.9364376068115234,1.7406820058822632
2.9123947620391846,2.93630313873291,1.738837480545044
2.9132425785064697,2.936168670654297,1.736996054649353
2.9140894412994385,2.9360342025756836,1.7351577281951904
2.91493558883667,2.9359002113342285,1.7333228588104248
2.915781259536743,2.9357659816741943,1.7314907312393188
2.916626214981079,2.93563175201416,1.729661226272583
2.9174702167510986,2.935497999191284,1.7278354167938232
2.91831374168396,2.935364007949829,1.726011872291565
2.919156312942505,2.935230016708374,1.7241920232772827
2.9199984073638916,2.935096263885498,1.7223749160766602
2.920839786529541,2.934962749481201,1.7205604314804077
2.9216806888580322,2.9348292350769043,1.7187483310699463
2.922520875930786,2.9346959590911865,1.716939926147461
2.9233603477478027,2.9345626831054688,1.7151336669921875
2.924199104309082,2.934429407119751,1.7133309841156006
2.925036907196045,2.934296131134033,1.711531400680542
2.9258742332458496,2.9341630935668945,1.7097346782684326
2.926710605621338,2.934030055999756,1.7079412937164307
2.927546739578247,2.933897018432617,1.706149697303772
2.92838191986084,2.9337642192840576,1.7043616771697998
2.9292166233062744,2.933631658554077,1.7025762796401978
2.930050849914551,2.9334988594055176,1.7007930278778076
2.9308841228485107,2.933366298675537,1.6990134716033936
2.9317166805267334,2.9332339763641357,1.6972370147705078
2.932548761367798,2.9331016540527344,1.6954625844955444
2.933379888534546,2.932969331741333,1.6936918497085571
2.9342105388641357,2.9328370094299316,1.69192373752594
2.9350404739379883,2.9327046871185303,1.6901581287384033
2.9358696937561035,2.932572603225708,1.6883957386016846
2.9366981983184814,2.932440757751465,1.6866363286972046
2.937525987625122,2.9323089122772217,1.6848796606063843
2.9383530616760254,2.9321773052215576,1.6831257343292236
2.9391796588897705,2.9320456981658936,1.6813747882843018
2.9400057792663574,2.9319140911102295,1.6796261072158813
2.940830945968628,2.9317827224731445,1.677880883216858
2.941655397415161,2.9316513538360596,1.676138162612915
2.942479133605957,2.9315199851989746,1.67439866065979
2.9433023929595947,2.9313888549804688,1.672661542892456
2.944124937057495,2.931257963180542,1.6709272861480713
2.944946765899658,2.931126832962036,1.6691958904266357
2.945767879486084,2.9309959411621094,1.667467474937439
2.9465885162353516,2.9308650493621826,1.665741205215454
2.9474081993103027,2.930734395980835,1.6640186309814453
2.9482274055480957,2.9306037425994873,1.662298560142517
2.9490458965301514,2.9304733276367188,1.6605812311172485
2.9498636722564697,2.93034291267395,1.6588666439056396
2.95068097114563,2.9302124977111816,1.6571544408798218
2.951497793197632,2.930082321166992,1.6554450988769531
2.9523134231567383,2.9299519062042236,1.6537389755249023
2.9531285762786865,2.929821729660034,1.6520354747772217
2.9539432525634766,2.929691791534424,1.650334119796753
2.9547572135925293,2.9295618534088135,1.6486361026763916
2.955570697784424,2.929431915283203,1.6469402313232422
2.956383228302002,2.9293019771575928,1.645247220993042
2.957195281982422,2.9291722774505615,1.6435573101043701
2.9580066204071045,2.9290425777435303,1.6418699026107788
2.9588170051574707,2.928912878036499,1.6401857137680054
2.959627151489258,2.928783416748047,1.6385034322738647
2.9604365825653076,2.928654193878174,1.6368242502212524
2.96124529838562,2.928524971008301,1.6351476907730103
2.9620535373687744,2.9283955097198486,1.6334733963012695
2.962860584259033,2.9282662868499756,1.6318029165267944
2.963667631149292,2.9281373023986816,1.6301339864730835
2.9644737243652344,2.9280083179473877,1.6284682750701904
2.9652791023254395,2.927879571914673,1.626805305480957
2.9660840034484863,2.927750825881958,1.6251447200775146
2.966887950897217,2.9276223182678223,1.6234874725341797
2.96769118309021,2.9274938106536865,1.621833086013794
2.968493938446045,2.9273650646209717,1.6201808452606201
2.9692959785461426,2.927236318588257,1.6185314655303955
2.970097541809082,2.9271080493927,1.6168842315673828
2.9708986282348633,2.9269797801971436,1.6152395009994507
2.971698760986328,2.926851511001587,1.613598108291626
2.9724981784820557,2.9267234802246094,1.6119592189788818
2.973296880722046,2.926595449447632,1.6103233098983765
2.974095344543457,2.9264676570892334,1.608689308166504
2.9748928546905518,2.926339864730835,1.6070582866668701
2.9756898880004883,2.9262120723724365,1.6054298877716064
2.9764859676361084,2.926084518432617,1.603804588317871
2.9772818088531494,2.925956964492798,1.602181077003479
2.978076934814453,2.9258294105529785,1.600560188293457
2.9788711071014404,2.9257020950317383,1.598942756652832
2.9796648025512695,2.925574779510498,1.5973273515701294
2.9804580211639404,2.925447702407837,1.5957146883010864
2.981250524520874,2.925320625305176,1.594104528427124
2.9820423126220703,2.9251935482025146,1.5924968719482422
2.9828336238861084,2.9250667095184326,1.590891718864441
2.983624219894409,2.9249398708343506,1.5892893075942993
2.9844141006469727,2.9248130321502686,1.5876892805099487
2.985203266143799,2.9246861934661865,1.5860923528671265
2.985991954803467,2.9245593547821045,1.5844976902008057
2.9867799282073975,2.9244327545166016,1.5829055309295654
2.98756742477417,2.9243063926696777,1.5813157558441162
2.988354206085205,2.924180269241333,1.5797288417816162
2.989140272140503,2.924053907394409,1.5781444311141968
2.9899256229400635,2.9239277839660645,1.576562762260437
2.990710496902466,2.923801898956299,1.5749835968017578
2.9914944171905518,2.923676013946533,1.5734071731567383
2.9922780990600586,2.9235501289367676,1.5718328952789307
2.993061065673828,2.923424243927002,1.570261001586914
2.9938433170318604,2.9232985973358154,1.5686919689178467
2.9946248531341553,2.923172950744629,1.567125678062439
2.995405912399292,2.9230473041534424,1.5655614137649536
2.9961862564086914,2.922921895980835,1.563999891281128
2.9969658851623535,2.9227964878082275,1.5624412298202515
2.9977450370788574,2.922671318054199,1.560884714126587
2.998523473739624,2.922546148300171,1.5593308210372925
2.9993014335632324,2.9224209785461426,1.55777907371521
3.0000786781311035,2.9222958087921143,1.5562301874160767
3.0008552074432373,2.922170639038086,1.5546836853027344
3.001631259918213,2.922045946121216,1.5531394481658936
3.002406597137451,2.9219212532043457,1.551598072052002
3.0031814575195312,2.9217967987060547,1.5500589609146118
3.003955364227295,2.9216721057891846,1.548522710800171
3.0047287940979004,2.9215474128723145,1.5469887256622314
3.0055015087127686,2.9214229583740234,1.5454572439193726
3.0062737464904785,2.9212987422943115,1.5439281463623047
3.007045030593872,2.9211742877960205,1.5424020290374756
3.0078158378601074,2.9210500717163086,1.540878176689148
3.0085859298706055,2.920926094055176,1.5393569469451904
3.009355306625366,2.920802116394043,1.537838339805603
3.0101242065429688,2.920677900314331,1.5363218784332275
3.010892391204834,2.9205539226531982,1.5348079204559326
3.011660099029541,2.9204301834106445,1.5332963466644287
3.0124270915985107,2.92030668258667,1.5317872762680054
3.0131938457489014,2.920182943344116,1.5302798748016357
3.0139596462249756,2.9200592041015625,1.5287754535675049
3.0147249698638916,2.919935464859009,1.527273178100586
3.0154895782470703,2.9198122024536133,1.5257737636566162
3.0162534713745117,2.9196889400482178,1.5242769718170166
3.017016887664795,2.9195656776428223,1.5227820873260498
