val_theta0_sgd,val_theta1_sgd,loss_values_sgd
3.305133104324341,2.481889486312866,1.0032932758331299
3.3101444244384766,2.481961250305176,0.9970169067382812
3.3151161670684814,2.482036590576172,0.9908396601676941
3.3200466632843018,2.482114791870117,0.9847623109817505
3.3249382972717285,2.4821956157684326,0.9787805676460266
3.329791784286499,2.4822793006896973,0.9728927612304688
3.334606885910034,2.4823665618896484,0.9670976400375366
3.339383602142334,2.4824564456939697,0.9613943099975586
3.3441219329833984,2.482548713684082,0.9557821154594421
3.348822832107544,2.4826443195343018,0.9502578973770142
3.3534865379333496,2.482743740081787,0.9448210000991821
3.3581132888793945,2.4828457832336426,0.9394699335098267
3.3627023696899414,2.4829506874084473,0.9342045783996582
3.367255926132202,2.483058214187622,0.9290211796760559
3.371772527694702,2.483168840408325,0.923920750617981
3.376253604888916,2.4832820892333984,0.9189003109931946
3.3806991577148438,2.4833984375,0.9139591455459595
3.3851096630096436,2.4835171699523926,0.9090955853462219
3.3894851207733154,2.4836385250091553,0.904309093952179
3.393825054168701,2.48376202583313,0.8995988965034485
3.3981313705444336,2.4838883876800537,0.8949621319770813
3.402402639389038,2.4840173721313477,0.8903994560241699
3.40664005279541,2.4841489791870117,0.8859087824821472
3.410844564437866,2.484282970428467,0.8814879655838013
3.4150142669677734,2.484419822692871,0.8771384954452515
3.419151544570923,2.4845588207244873,0.8728569746017456
3.423255681991577,2.4847002029418945,0.8686431646347046
3.4273269176483154,2.484844207763672,0.864496111869812
3.4313666820526123,2.484989881515503,0.8604137301445007
3.4353744983673096,2.4851391315460205,0.8563953638076782
3.439349412918091,2.485290765762329,0.8524416089057922
3.443293571472168,2.4854438304901123,0.8485491871833801
3.447206497192383,2.4855995178222656,0.8447180986404419
3.451087236404419,2.48575758934021,0.8409482836723328
3.4549379348754883,2.485917091369629,0.8372371792793274
3.4587583541870117,2.486079216003418,0.8335843086242676
3.4625484943389893,2.486243724822998,0.8299888372421265
3.466308355331421,2.486410140991211,0.8264501690864563
3.470038414001465,2.486579179763794,0.8229671716690063
3.4737391471862793,2.4867501258850098,0.8195385932922363
3.4774110317230225,2.4869227409362793,0.8161635398864746
3.4810538291931152,2.4870972633361816,0.8128417134284973
3.4846677780151367,2.487273931503296,0.8095718622207642
3.488252878189087,2.487452745437622,0.8063535690307617
3.491809606552124,2.4876339435577393,0.8031858205795288
3.49533748626709,2.4878172874450684,0.8000684976577759
3.49883770942688,2.488002300262451,0.7969997525215149
3.502309560775757,2.4881885051727295,0.7939797639846802
3.505753755569458,2.488377094268799,0.7910072803497314
3.5091710090637207,2.488567590713501,0.7880812883377075
3.5125601291656494,2.4887592792510986,0.7852020263671875
3.5159223079681396,2.488952398300171,0.7823678851127625
3.5192582607269287,2.489147424697876,0.7795779705047607
3.5225675106048584,2.489344835281372,0.7768319845199585
3.525851249694824,2.4895436763763428,0.7741285562515259
3.529109239578247,2.4897444248199463,0.7714670300483704
3.5323405265808105,2.4899468421936035,0.7688480615615845
3.5355470180511475,2.4901511669158936,0.7662695050239563
3.538727283477783,2.4903573989868164,0.7637318968772888
3.5418827533721924,2.490565061569214,0.7612337470054626
3.545012950897217,2.490773916244507,0.758774995803833
3.5481181144714355,2.4909849166870117,0.756354808807373
3.551198720932007,2.491197347640991,0.7539725303649902
3.554255247116089,2.4914112091064453,0.7516272068023682
3.5572876930236816,2.4916269779205322,0.7493183016777039
3.5602965354919434,2.4918432235717773,0.747045636177063
3.5632810592651367,2.4920616149902344,0.7448084354400635
3.5662431716918945,2.4922807216644287,0.7426055073738098
3.5691792964935303,2.4925014972686768,0.74043869972229
3.5720937252044678,2.4927239418029785,0.7383047342300415
3.5749852657318115,2.492947816848755,0.7362040281295776
3.577853202819824,2.493173599243164,0.7341364622116089
3.5806989669799805,2.4933998584747314,0.732100784778595
3.583522319793701,2.4936275482177734,0.7300968766212463
3.586322784423828,2.493856430053711,0.7281244993209839
3.589101552963257,2.494086742401123,0.726182758808136
3.591858148574829,2.494318723678589,0.7242711186408997
3.5945920944213867,2.494551420211792,0.7223899960517883
3.5973048210144043,2.494786262512207,0.7205377817153931
3.599996566772461,2.4950220584869385,0.7187141180038452
3.6026675701141357,2.4952595233917236,0.7169184684753418
3.605316400527954,2.495497941970825,0.7151514291763306
3.6079444885253906,2.4957377910614014,0.713411808013916
3.6105525493621826,2.495978355407715,0.7116986513137817
3.6131391525268555,2.496220111846924,0.7100127339363098
3.615705728530884,2.496462821960449,0.7083527445793152
3.618250846862793,2.4967072010040283,0.7067192792892456
3.6207761764526367,2.4969518184661865,0.7051109671592712
3.623281955718994,2.4971976280212402,0.7035273313522339
3.6257684230804443,2.4974443912506104,0.7019680142402649
3.628235340118408,2.497692823410034,0.7004327178001404
3.630683183670044,2.497941255569458,0.6989212036132812
3.633111000061035,2.4981913566589355,0.697433352470398
3.635519027709961,2.4984424114227295,0.6959689855575562
3.637908458709717,2.4986953735351562,0.6945269107818604
3.6402792930603027,2.498948812484741,0.6931070685386658
3.642631769180298,2.499202251434326,0.691709041595459
3.644965171813965,2.499457359313965,0.6903328895568848
3.647280216217041,2.499713182449341,0.6889780759811401
3.649576425552368,2.4999706745147705,0.687644362449646
3.6518547534942627,2.5002288818359375,0.6863311529159546
3.6541154384613037,2.500486135482788,0.6850382089614868
3.656358242034912,2.500746011734009,0.6837650537490845
3.658583402633667,2.5010063648223877,0.6825114488601685
3.6607913970947266,2.501268148422241,0.6812771558761597
3.6629817485809326,2.501530408859253,0.680061936378479
3.665154457092285,2.501793384552002,0.6788655519485474
3.6673107147216797,2.5020575523376465,0.677687406539917
3.6694493293762207,2.502321720123291,0.6765276193618774
3.6715714931488037,2.50258731842041,0.6753854155540466
3.6736772060394287,2.5028531551361084,0.6742607951164246
3.6757655143737793,2.503120183944702,0.6731538772583008
3.6778383255004883,2.5033867359161377,0.672063410282135
3.679893732070923,2.503655195236206,0.6709903478622437
3.6819334030151367,2.5039241313934326,0.6699333786964417
3.6839568614959717,2.5041937828063965,0.6688927412033081
3.6859652996063232,2.5044641494750977,0.6678676605224609
3.6879563331604004,2.5047354698181152,0.666858971118927
3.6899328231811523,2.505007028579712,0.6658653020858765
3.691892385482788,2.5052785873413086,0.664887547492981
3.693838357925415,2.505551815032959,0.6639237403869629
3.6957671642303467,2.5058250427246094,0.6629756689071655
3.6976821422576904,2.506098985671997,0.662041425704956
3.6995809078216553,2.506373882293701,0.6611219644546509
3.701465368270874,2.5066490173339844,0.6602163314819336
3.7033345699310303,2.5069239139556885,0.6593246459960938
3.7051897048950195,2.507200241088867,0.6584463119506836
3.7070295810699463,2.507477045059204,0.6575816869735718
3.7088558673858643,2.5077545642852783,0.6567298769950867
3.7106668949127197,2.5080323219299316,0.6558912992477417
3.712463855743408,2.508310317993164,0.6550657749176025
3.714247465133667,2.508589506149292,0.6542521119117737
3.7160165309906006,2.508869171142578,0.6534510850906372
3.717771053314209,2.5091488361358643,0.6526626348495483
3.719513177871704,2.509430170059204,0.6518853902816772
3.721240520477295,2.5097110271453857,0.6511206030845642
3.722954511642456,2.5099925994873047,0.650367259979248
3.7246551513671875,2.510274648666382,0.6496251821517944
3.7263431549072266,2.510556697845459,0.6488942503929138
3.7280173301696777,2.5108389854431152,0.648174524307251
3.729677438735962,2.5111212730407715,0.6474663019180298
3.731325387954712,2.5114047527313232,0.6467682123184204
3.7329599857330322,2.5116891860961914,0.6460807919502258
3.7345821857452393,2.5119733810424805,0.6454036235809326
3.736191511154175,2.512259006500244,0.6447367668151855
3.737788438796997,2.5125439167022705,0.644079864025116
3.739372491836548,2.512829542160034,0.6434329748153687
3.7409439086914062,2.5131149291992188,0.6427960395812988
3.7425031661987305,2.513401746749878,0.6421685814857483
3.7440502643585205,2.5136873722076416,0.6415504813194275
3.745584487915039,2.5139737129211426,0.6409419775009155
3.747107744216919,2.514261484146118,0.6403422355651855
3.7486186027526855,2.5145487785339355,0.639751672744751
3.750117301940918,2.514836311340332,0.6391700506210327
3.7516047954559326,2.5151243209838867,0.6385970115661621
3.753080129623413,2.5154128074645996,0.6380327343940735
3.7545440196990967,2.5157017707824707,0.637476921081543
3.7559967041015625,2.5159904956817627,0.6369291543960571
3.7574381828308105,2.516279458999634,0.6363896131515503
3.7588682174682617,2.516568422317505,0.6358582377433777
3.7602880001068115,2.516857862472534,0.6353344917297363
3.7616963386535645,2.5171475410461426,0.6348186731338501
3.7630934715270996,2.517436981201172,0.6343106031417847
3.764479875564575,2.5177271366119385,0.6338099241256714
3.765854597091675,2.518017053604126,0.6333170533180237
3.767218828201294,2.5183064937591553,0.6328314542770386
3.7685723304748535,2.51859712600708,0.6323532462120056
3.7699151039123535,2.518888473510742,0.6318818926811218
3.7712481021881104,2.5191802978515625,0.631417453289032
3.7725706100463867,2.5194716453552246,0.6309598088264465
3.7738821506500244,2.5197620391845703,0.6305092573165894
3.775183916091919,2.5200538635253906,0.6300652027130127
3.776474714279175,2.5203464031219482,0.6296278834342957
3.7777559757232666,2.5206387042999268,0.6291968822479248
3.779026746749878,2.520930767059326,0.628772497177124
3.780287981033325,2.5212225914001465,0.6283541917800903
3.7815399169921875,2.5215156078338623,0.627941906452179
3.7827813625335693,2.5218074321746826,0.627535879611969
3.784013032913208,2.522099256515503,0.6271358728408813
3.7852351665496826,2.5223913192749023,0.6267417073249817
3.7864480018615723,2.5226845741271973,0.6263532042503357
3.7876510620117188,2.522976875305176,0.6259706020355225
3.788844585418701,2.5232691764831543,0.6255936026573181
3.7900290489196777,2.523561716079712,0.6252221465110779
3.7912042140960693,2.523855209350586,0.6248559951782227
3.7923710346221924,2.524148941040039,0.6244949698448181
3.7935287952423096,2.5244412422180176,0.6241394281387329
3.7946767807006836,2.524733304977417,0.6237890720367432
3.7958149909973145,2.5250260829925537,0.623444139957428
3.796945333480835,2.5253195762634277,0.6231037974357605
3.7980663776397705,2.525613307952881,0.6227685213088989
3.7991790771484375,2.525906801223755,0.6224382519721985
3.8002820014953613,2.5261998176574707,0.6221129298210144
3.8013765811920166,2.5264930725097656,0.6217923760414124
3.8024630546569824,2.5267865657806396,0.6214762330055237
3.8035409450531006,2.5270798206329346,0.6211646795272827
3.8046112060546875,2.5273730754852295,0.6208575963973999
3.8056728839874268,2.5276660919189453,0.6205548048019409
3.8067269325256348,2.5279593467712402,0.6202563047409058
3.807772159576416,2.5282516479492188,0.6199623346328735
3.8088088035583496,2.5285444259643555,0.6196728348731995
3.809837579727173,2.528837203979492,0.6193872690200806
3.8108584880828857,2.529129981994629,0.6191056966781616
3.81187105178833,2.5294227600097656,0.6188284158706665
3.8128762245178223,2.5297155380249023,0.618554949760437
3.813873052597046,2.530007839202881,0.6182855367660522
3.814862012863159,2.5303006172180176,0.6180199384689331
3.8158440589904785,2.530593156814575,0.6177580952644348
3.8168184757232666,2.5308854579925537,0.6174998879432678
3.8177859783172607,2.531177520751953,0.6172451972961426
3.8187458515167236,2.5314695835113525,0.6169942021369934
3.819697141647339,2.5317623615264893,0.6167469620704651
3.82064151763916,2.532055139541626,0.6165032386779785
3.8215792179107666,2.5323479175567627,0.6162626147270203
3.8225090503692627,2.532640218734741,0.6160255670547485
3.8234314918518066,2.5329318046569824,0.6157920360565186
3.8243470191955566,2.5332236289978027,0.6155617237091064
3.8252553939819336,2.5335159301757812,0.6153346300125122
3.8261561393737793,2.5338072776794434,0.6151109933853149
3.8270506858825684,2.5340986251831055,0.6148902177810669
3.827937602996826,2.5343894958496094,0.6146727800369263
3.8288183212280273,2.5346803665161133,0.6144582033157349
3.8296918869018555,2.534970998764038,0.6142467260360718
3.8305585384368896,2.535261631011963,0.614038348197937
3.8314194679260254,2.5355522632598877,0.613832414150238
3.832272529602051,2.5358426570892334,0.6136297583580017
3.8331191539764404,2.5361328125,0.6134299039840698
3.8339602947235107,2.536423444747925,0.6132324934005737
3.83479380607605,2.536713123321533,0.613038182258606
3.835620641708374,2.5370023250579834,0.6128466129302979
3.836442232131958,2.5372917652130127,0.6126574873924255
3.837256908416748,2.537581443786621,0.6124709844589233
3.838064432144165,2.5378715991973877,0.6122873425483704
3.838866710662842,2.538160800933838,0.6121059060096741
3.83966326713562,2.538449764251709,0.6119270324707031
3.840452194213867,2.538738489151001,0.6117509007453918
3.8412363529205322,2.539027452468872,0.6115766763687134
3.8420143127441406,2.5393149852752686,0.6114052534103394
3.842785596847534,2.5396032333374023,0.6112360954284668
3.8435513973236084,2.5398919582366943,0.6110691428184509
3.844310760498047,2.5401792526245117,0.6109046339988708
3.8450655937194824,2.5404655933380127,0.6107422113418579
3.8458139896392822,2.54075288772583,0.6105819940567017
3.8465564250946045,2.5410399436950684,0.6104239821434021
3.847291946411133,2.5413260459899902,0.6102683544158936
3.8480231761932373,2.541611909866333,0.6101146936416626
3.8487491607666016,2.541898727416992,0.6099628806114197
3.84946870803833,2.5421853065490723,0.6098133325576782
3.8501830101013184,2.542470932006836,0.6096657514572144
3.850891590118408,2.5427558422088623,0.6095202565193176
3.8515939712524414,2.543041706085205,0.6093767285346985
3.8522918224334717,2.5433270931243896,0.6092350482940674
3.8529839515686035,2.543612480163574,0.6090952754020691
3.853671073913574,2.5438966751098633,0.6089573502540588
3.854353427886963,2.5441811084747314,0.6088212132453918
3.855030059814453,2.5444650650024414,0.6086869239807129
3.8557016849517822,2.5447490215301514,0.608554482460022
3.856368064880371,2.545032024383545,0.6084237098693848
3.8570289611816406,2.5453150272369385,0.6082947850227356
3.857685089111328,2.545598268508911,0.6081675291061401
3.858335494995117,2.5458807945251465,0.6080419421195984
3.858981132507324,2.546163558959961,0.6079181432723999
3.8596227169036865,2.546445608139038,0.6077957153320312
3.860258102416992,2.5467276573181152,0.6076751351356506
3.8608896732330322,2.5470097064971924,0.6075559258460999
3.861515522003174,2.5472912788391113,0.6074384450912476
3.8621370792388916,2.5475730895996094,0.6073223352432251
3.8627545833587646,2.547853708267212,0.607207715511322
3.86336612701416,2.5481340885162354,0.6070948839187622
3.8639731407165527,2.548414707183838,0.6069833040237427
3.8645753860473633,2.5486948490142822,0.6068732142448425
3.865173816680908,2.548973798751831,0.6067646741867065
3.86576771736145,2.54925274848938,0.6066573262214661
3.86635684967041,2.549531936645508,0.606551468372345
3.8669416904449463,2.5498108863830566,0.6064468622207642
3.8675220012664795,2.5500900745391846,0.6063435077667236
3.868098020553589,2.550367832183838,0.6062415838241577
3.8686695098876953,2.550645112991333,0.6061410307884216
3.869236469268799,2.550922155380249,0.6060417294502258
3.8697986602783203,2.5512001514434814,0.6059437990188599
3.870357036590576,2.5514769554138184,0.6058470010757446
3.87091064453125,2.551753282546997,0.6057514548301697
3.871460199356079,2.5520288944244385,0.6056572198867798
3.8720052242279053,2.55230450630188,0.6055641770362854
3.8725473880767822,2.552579164505005,0.6054721474647522
3.87308406829834,2.552854061126709,0.6053813695907593
3.8736181259155273,2.553128957748413,0.6052916646003723
3.8741469383239746,2.55340313911438,0.6052030324935913
3.8746721744537354,2.553677558898926,0.6051156520843506
3.8751933574676514,2.5539515018463135,0.605029284954071
3.8757102489471436,2.5542240142822266,0.604944109916687
3.8762238025665283,2.554497480392456,0.6048598289489746
3.87673282623291,2.554769992828369,0.6047766804695129
3.8772382736206055,2.555042266845703,0.6046946048736572
3.8777403831481934,2.555314302444458,0.6046134233474731
3.8782382011413574,2.5555853843688965,0.6045332551002502
3.8787319660186768,2.555856943130493,0.6044541001319885
3.8792219161987305,2.5561280250549316,0.604375958442688
3.8797080516815186,2.556398630142212,0.6042987704277039
3.8801910877227783,2.556669235229492,0.6042224168777466
3.8806698322296143,2.556939125061035,0.6041471362113953
3.881145477294922,2.55720853805542,0.6040726900100708
3.881617307662964,2.557478189468384,0.6039990186691284
3.8820855617523193,2.557746648788452,0.6039264798164368
3.8825502395629883,2.5580155849456787,0.6038547158241272
3.8830108642578125,2.558283805847168,0.6037838459014893
3.8834688663482666,2.558551073074341,0.603713870048523
3.8839235305786133,2.558818817138672,0.6036444306373596
3.8843741416931152,2.559086799621582,0.6035760641098022
3.884821891784668,2.5593535900115967,0.6035084128379822
3.885265350341797,2.559619426727295,0.6034416556358337
3.8857057094573975,2.5598859786987305,0.6033757328987122
3.886143207550049,2.5601511001586914,0.6033104062080383
3.8865766525268555,2.5604164600372314,0.6032460927963257
3.88700795173645,2.5606820583343506,0.6031821966171265
3.8874351978302,2.560946464538574,0.6031193137168884
3.887859344482422,2.561210870742798,0.6030570864677429
3.8882803916931152,2.561474561691284,0.6029955744743347
3.8886988162994385,2.5617380142211914,0.6029347777366638
3.889113187789917,2.562000036239624,0.6028748154640198
3.8895254135131836,2.5622620582580566,0.6028155088424683
3.8899333477020264,2.5625243186950684,0.6027567386627197
3.890338659286499,2.562786340713501,0.6026987433433533
3.890740394592285,2.5630478858947754,0.6026414632797241
3.8911397457122803,2.56330943107605,0.602584719657898
3.8915367126464844,2.563570261001587,0.6025286316871643
3.891930341720581,2.563830852508545,0.6024731993675232
3.8923211097717285,2.5640904903411865,0.6024184226989746
3.8927080631256104,2.5643486976623535,0.6023644208908081
3.893092393875122,2.5646073818206787,0.602310836315155
3.8934741020202637,2.564866304397583,0.6022578477859497
3.893853187561035,2.565124273300171,0.6022055745124817
3.8942294120788574,2.5653815269470215,0.6021537780761719
3.8946025371551514,2.565638542175293,0.6021026372909546
3.8949735164642334,2.5658955574035645,0.6020520925521851
3.895341396331787,2.5661520957946777,0.6020019054412842
3.8957059383392334,2.566408157348633,0.6019524335861206
3.8960673809051514,2.5666635036468506,0.6019035577774048
3.89642596244812,2.5669195652008057,0.6018551588058472
3.896782398223877,2.567174196243286,0.6018074154853821
3.8971376419067383,2.5674290657043457,0.6017598509788513
3.897488594055176,2.567683696746826,0.6017130613327026
3.8978371620178223,2.5679376125335693,0.6016667485237122
3.8981831073760986,2.568190813064575,0.6016209721565247
3.898526668548584,2.568444013595581,0.6015756726264954
3.8988664150238037,2.5686967372894287,0.601530909538269
3.899204969406128,2.56894850730896,0.6014865636825562
3.899540662765503,2.569199323654175,0.601442813873291
3.899874210357666,2.569450616836548,0.601399302482605
3.900205373764038,2.569701910018921,0.6013563275337219
3.900533676147461,2.5699520111083984,0.6013139486312866
3.9008595943450928,2.570202589035034,0.6012717485427856
3.901183605194092,2.5704522132873535,0.6012301445007324
3.9015047550201416,2.570701837539673,0.6011889576911926
3.901822805404663,2.570950508117676,0.6011483073234558
3.90213942527771,2.5711989402770996,0.6011080145835876
3.902453899383545,2.5714468955993652,0.6010681390762329
3.9027652740478516,2.5716946125030518,0.6010287404060364
3.9030747413635254,2.571941614151001,0.6009896397590637
3.903381824493408,2.572187900543213,0.600951075553894
3.9036858081817627,2.572434186935425,0.600912868976593
3.9039883613586426,2.5726799964904785,0.6008750200271606
3.9042885303497314,2.5729258060455322,0.6008374691009521
3.9045865535736084,2.5731701850891113,0.6008005142211914
3.9048831462860107,2.5734150409698486,0.6007636785507202
3.9051766395568848,2.5736589431762695,0.6007274985313416
3.905468463897705,2.5739028453826904,0.6006914377212524
3.9057576656341553,2.5741467475891113,0.6006557941436768
3.9060442447662354,2.574389934539795,0.600620687007904
3.9063284397125244,2.5746328830718994,0.6005858182907104
3.906611680984497,2.5748751163482666,0.6005512475967407
3.906892776489258,2.575117588043213,0.6005169749259949
3.9071717262268066,2.575359582901001,0.6004830598831177
3.9074480533599854,2.5756006240844727,0.6004496216773987
3.9077224731445312,2.575840711593628,0.6004164218902588
3.9079947471618652,2.576080322265625,0.6003836989402771
3.9082648754119873,2.576319694519043,0.6003512144088745
3.9085335731506348,2.5765583515167236,0.6003190875053406
3.9088001251220703,2.5767972469329834,0.600287139415741
3.909064769744873,2.577036142349243,0.60025554895401
3.9093282222747803,2.5772745609283447,0.6002241373062134
3.909590005874634,2.577512502670288,0.6001930236816406
3.909848928451538,2.5777504444122314,0.6001623272895813
3.9101059436798096,2.5779876708984375,0.6001318693161011
3.910360813140869,2.5782248973846436,0.6001017093658447
3.910613536834717,2.5784616470336914,0.600071907043457
3.9108643531799316,2.5786972045898438,0.600042462348938
3.911113977432251,2.578932762145996,0.6000131964683533
3.9113619327545166,2.5791683197021484,0.5999841094017029
3.9116086959838867,2.5794026851654053,0.5999554395675659
3.911851644515991,2.579636573791504,0.5999270081520081
3.9120936393737793,2.5798699855804443,0.5998989343643188
3.9123339653015137,2.5801031589508057,0.5998709201812744
3.9125728607177734,2.580335855484009,0.5998432636260986
3.912809371948242,2.5805675983428955,0.5998159646987915
3.9130442142486572,2.580799102783203,0.5997888445854187
3.9132778644561768,2.5810301303863525,0.5997620224952698
3.9135100841522217,2.581261396408081,0.5997353196144104
3.913740634918213,2.581491708755493,0.5997089147567749
3.9139697551727295,2.581721067428589,0.5996826887130737
3.9141969680786133,2.5819504261016846,0.5996567010879517
3.9144225120544434,2.5821797847747803,0.5996310114860535
3.914646625518799,2.5824084281921387,0.5996056199073792
3.9148685932159424,2.5826363563537598,0.5995803475379944
3.9150891304016113,2.582864761352539,0.5995553731918335
3.9153079986572266,2.583092451095581,0.5995305776596069
3.915525197982788,2.583319664001465,0.5995060205459595
3.915740966796875,2.5835459232330322,0.5994816422462463
3.915954828262329,2.583771228790283,0.5994576215744019
3.916167736053467,2.5839967727661133,0.5994336605072021
3.91637921333313,2.5842220783233643,0.5994099378585815
3.916588544845581,2.584446668624878,0.59938645362854
3.9167966842651367,2.5846712589263916,0.5993631482124329
3.9170026779174805,2.5848946571350098,0.5993401408195496
3.9172070026397705,2.585117816925049,0.5993173122406006
3.917410373687744,2.585341215133667,0.5992946028709412
3.917611837387085,2.585564136505127,0.5992721319198608
3.917811632156372,2.5857863426208496,0.5992498397827148
3.9180104732513428,2.586008310317993,0.599227786064148
3.9182074069976807,2.5862300395965576,0.5992058515548706
3.918402910232544,2.5864508152008057,0.5991842150688171
3.91859769821167,2.586672067642212,0.5991626977920532
3.918790817260742,2.586893081665039,0.5991412401199341
3.91898250579834,2.587113380432129,0.599120020866394
3.919173240661621,2.5873329639434814,0.5990990400314331
3.919363021850586,2.587552070617676,0.5990781784057617
3.919550895690918,2.58777117729187,0.5990575551986694
3.919736623764038,2.5879898071289062,0.5990370512008667
3.919921875,2.588207721710205,0.5990166664123535
3.9201056957244873,2.5884249210357666,0.5989965796470642
3.920287609100342,2.58864164352417,0.5989766120910645
3.920468807220459,2.588858127593994,0.5989567637443542
3.9206485748291016,2.58907413482666,0.5989370942115784
3.9208273887634277,2.589290142059326,0.5989176034927368
3.9210052490234375,2.589505672454834,0.5988982319831848
